1011, 16289811, 1, 0
2006, 16274565, 1, 0
3016, 16259351, 1, 0
4009, 13048393, 1, 0
5005, 16287431, 1, 0
6000, 16287258, 1, 0
7011, 16284681, 1, 0
8005, 13047946, 1, 0
9000, 16286239, 1, 0
10010, 16261008, 1, 0
11005, 16287486, 1, 0
12015, 13089461, 1, 0
13011, 16293538, 1, 0
14006, 16289055, 1, 0
15001, 16281380, 1, 0
16012, 13097743, 1, 0
17007, 16287867, 1, 0
18002, 16284959, 1, 0
19009, 16217512, 1, 0
20007, 13102273, 1, 0
21002, 16285803, 1, 0
22014, 16284986, 1, 0
23014, 16100131, 1, 0
24002, 13155408, 1, 0
25014, 16288339, 1, 0
26009, 16287343, 1, 0
27001, 15971473, 1, 0
28014, 13303277, 1, 0
29009, 16284663, 1, 0
30005, 16289713, 1, 0
31013, 15721603, 1, 0
32008, 13410757, 1, 0
33003, 16286276, 1, 0
34015, 16285992, 1, 0
35008, 15493810, 1, 0
36001, 13573088, 1, 0
37013, 16282861, 1, 0
38008, 16287254, 1, 0
39000, 15237836, 1, 0
40013, 13837257, 1, 0
41010, 16325321, 1, 0
42008, 16318781, 1, 0
43010, 14936709, 1, 0
44015, 14125882, 1, 0
45012, 16313250, 1, 0
46009, 16310067, 1, 0
47004, 14605739, 1, 0
48001, 14412278, 1, 0
49014, 16316534, 1, 0
50011, 16320044, 1, 0
51005, 14160379, 1, 0
52003, 14882611, 1, 0
53000, 16320133, 1, 0
54014, 16320487, 1, 0
55002, 13688692, 1, 0
56005, 15427796, 1, 0
57002, 16312999, 1, 0
58014, 16292586, 1, 0
59002, 13315927, 1, 0
60001, 15862216, 1, 0
61013, 16289018, 1, 0
62008, 16287558, 1, 0
63006, 13108157, 1, 0
64011, 16211798, 1, 0
65006, 16287006, 1, 0
66001, 16285262, 1, 0
67009, 13047266, 1, 0
68004, 16286474, 1, 0
69000, 16287750, 1, 0
70009, 16258810, 1, 0
71015, 13019222, 1, 0
72009, 16261160, 1, 0
73004, 16290179, 1, 0
74015, 16267392, 1, 0
75006, 13007207, 1, 0
76002, 16299726, 1, 0
77000, 16321015, 1, 0
78013, 16312192, 1, 0
79003, 12975090, 1, 0
80014, 16286872, 1, 0
81009, 16285615, 1, 0
82004, 16286207, 1, 0
83012, 13045484, 1, 0
84007, 16287072, 1, 0
85003, 16286688, 1, 0
86012, 16261276, 1, 0
87006, 13026343, 1, 0
88001, 16286649, 1, 0
89012, 16285601, 1, 0
90004, 16219477, 1, 0
91016, 13103638, 1, 0
92012, 16303881, 1, 0
93008, 16291650, 1, 0
94011, 16154823, 1, 0
95016, 13169537, 1, 0
96013, 16320289, 1, 0
97011, 16324454, 1, 0
98008, 16050430, 1, 0
99000, 13188715, 1, 0
100014, 16326848, 1, 0
101012, 16325525, 1, 0
102004, 15970261, 1, 0
103004, 13291094, 1, 0
104001, 16325500, 1, 0
105015, 16320677, 1, 0
106012, 15794657, 1, 0
107007, 13404678, 1, 0
108003, 16306246, 1, 0
109000, 16317165, 1, 0
110004, 15645873, 1, 0
111009, 13544560, 1, 0
112006, 16325725, 1, 0
113004, 16333545, 1, 0
114008, 15413815, 1, 0
115013, 13719673, 1, 0
116010, 16319419, 1, 0
117006, 16296003, 1, 0
118007, 15143519, 1, 0
119014, 13949536, 1, 0
120012, 16323378, 1, 0
