10, 24855, 1, 0
23, 32299, 1, 0
33, 24982, 1, 0
42, 25646, 1, 0
52, 23962, 1, 0
61, 24621, 1, 0
71, 25631, 1, 0
81, 25134, 1, 0
90, 25212, 1, 0
100, 24709, 1, 0
114, 28494, 1, 0
124, 25085, 1, 0
133, 25377, 1, 0
143, 29124, 1, 0
153, 25396, 1, 0
162, 16716, 1, 0
172, 20953, 1, 0
182, 26064, 1, 0
191, 28591, 1, 0
201, 25693, 1, 0
210, 23406, 1, 0
220, 21188, 1, 0
234, 20133, 1, 0
244, 20431, 1, 0
253, 19457, 1, 0
263, 18170, 1, 0
273, 19407, 1, 0
282, 17626, 1, 0
292, 21228, 1, 0
301, 19776, 1, 0
311, 21085, 1, 0
321, 22487, 1, 0
330, 28351, 1, 0
340, 21513, 1, 0
354, 22232, 1, 0
364, 18528, 1, 0
373, 24849, 1, 0
383, 30428, 1, 0
393, 20397, 1, 0
402, 21441, 1, 0
412, 19264, 1, 0
421, 18219, 1, 0
431, 18368, 1, 0
441, 19385, 1, 0
450, 19193, 1, 0
460, 19438, 1, 0
474, 19565, 1, 0
484, 18588, 1, 0
493, 19528, 1, 0
503, 18574, 1, 0
513, 19099, 1, 0
522, 18628, 1, 0
532, 19971, 1, 0
541, 19602, 1, 0
551, 19655, 1, 0
561, 18176, 1, 0
570, 18603, 1, 0
580, 18484, 1, 0
594, 18615, 1, 0
604, 16946, 1, 0
613, 18672, 1, 0
623, 19292, 1, 0
632, 16711, 1, 0
642, 18085, 1, 0
652, 18686, 1, 0
661, 18527, 1, 0
671, 18345, 1, 0
680, 18863, 1, 0
690, 19540, 1, 0
700, 19810, 1, 0
714, 19338, 1, 0
724, 18947, 1, 0
733, 16886, 1, 0
743, 17681, 1, 0
752, 18594, 1, 0
762, 20216, 1, 0
772, 19011, 1, 0
781, 19363, 1, 0
791, 18611, 1, 0
800, 18353, 1, 0
810, 19931, 1, 0
820, 18681, 1, 0
834, 18977, 1, 0
844, 16807, 1, 0
853, 18898, 1, 0
863, 18065, 1, 0
873, 16900, 1, 0
882, 19305, 1, 0
892, 16870, 1, 0
901, 19399, 1, 0
911, 19456, 1, 0
921, 19408, 1, 0
930, 18383, 1, 0
940, 17318, 1, 0
954, 18711, 1, 0
964, 19645, 1, 0
973, 19975, 1, 0
983, 18952, 1, 0
993, 18788, 1, 0
1002, 19050, 1, 0
1012, 19226, 1, 0
1021, 20622, 1, 0
1031, 16984, 1, 0
1041, 19056, 1, 0
1050, 19030, 1, 0
1060, 18564, 1, 0
1074, 18257, 1, 0
1084, 18486, 1, 0
1093, 20387, 1, 0
1103, 18306, 1, 0
1113, 16784, 1, 0
1122, 19186, 1, 0
1132, 17387, 1, 0
1141, 17266, 1, 0
1151, 19775, 1, 0
1161, 19647, 1, 0
1170, 18082, 1, 0
1180, 18536, 1, 0
1194, 18545, 1, 0
1204, 18743, 1, 0
1213, 18343, 1, 0
1223, 19042, 1, 0
1232, 18537, 1, 0
